user_id,flights_booked,hotels_booked,cancellations,flight_discounts_used,median_flight_discount_amount,hotel_discounts_used,median_hotel_discount_amount,median_base_fare_usd,median_price_per_room_usd,median_checked_bags,median_seats,median_nights,median_rooms,birthdate,gender,married,has_children,home_country,total_bookings,cancellation_rate,age,kmeans_cluster,dbscan_cluster,pca_cluster,cluster_label
540319,3,1,0,0,,0,,1001.32,73.0,0.0,1.0,1.0,1.0,1972-07-07,F,True,True,usa,4,0.0,53,1,0,1,Occasional Voyagers – Starter Flight Boost
540347,6,6,0,1,0.2,2,0.07500000000000001,375.315,228.0,0.0,1.0,1.0,1.0,1996-11-26,F,False,True,usa,12,0.0,29,2,0,3,Road Warriors – Priority Boarding & Fast Track
540348,2,2,0,5,0.15,0,,472.44,74.5,0.5,1.0,2.0,1.0,1985-12-13,F,True,True,usa,4,0.0,40,1,0,1,Occasional Voyagers – Starter Flight Boost
540413,2,2,0,1,0.05,2,0.24999999999999994,345.855,100.5,0.0,1.0,2.0,1.0,1993-02-11,F,False,False,usa,4,0.0,32,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
540415,2,2,0,0,,0,,548.145,124.5,0.5,1.0,3.0,1.0,1971-03-07,F,False,False,usa,4,0.0,54,1,0,1,Occasional Voyagers – Starter Flight Boost
540444,3,3,0,0,,2,0.175,382.62,226.0,1.0,1.0,1.0,1.0,1976-05-28,F,True,False,usa,6,0.0,49,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
540455,2,2,0,1,0.05,2,0.1,400.12,195.5,1.0,1.0,4.0,1.0,1990-03-13,F,False,False,usa,4,0.0,35,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
540475,1,2,0,0,,1,0.1,27.99,133.5,1.0,1.0,7.5,1.5,1988-02-03,F,False,False,usa,3,0.0,37,1,0,1,Occasional Voyagers – Starter Flight Boost
540502,3,4,0,0,,0,,242.13,108.5,0.0,1.0,5.5,1.0,1984-11-20,F,True,False,usa,7,0.0,41,2,0,3,Road Warriors – Priority Boarding & Fast Track
540527,4,4,0,3,0.2,1,0.15,112.38,131.5,0.0,1.0,2.0,1.0,1981-04-15,F,False,False,usa,8,0.0,44,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
540557,3,4,0,2,0.22499999999999998,2,0.175,138.85,84.5,0.0,1.0,3.0,1.0,1971-04-12,M,True,True,usa,7,0.0,54,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
540572,5,6,0,2,0.07500000000000001,1,0.05,421.0,187.0,0.0,1.0,2.5,1.0,1974-03-03,F,True,True,usa,11,0.0,51,2,0,3,Road Warriors – Priority Boarding & Fast Track
540580,3,3,0,0,,0,,313.22,201.0,1.0,1.0,3.0,1.0,1977-10-06,F,True,True,usa,6,0.0,48,2,0,3,Road Warriors – Priority Boarding & Fast Track
540597,2,1,0,2,0.2,0,,89.85499999999999,208.0,0.0,1.0,2.0,1.0,1971-12-04,F,True,False,usa,3,0.0,54,1,0,1,Occasional Voyagers – Starter Flight Boost
540605,1,1,0,2,0.07500000000000001,1,0.05,624.83,147.0,0.0,1.0,7.0,1.0,2001-01-25,F,False,False,usa,2,0.0,24,1,0,1,Occasional Voyagers – Starter Flight Boost
540614,5,5,1,3,0.125,3,0.07500000000000001,738.52,80.0,1.0,2.0,2.0,2.0,1992-07-05,F,False,False,usa,10,0.1,33,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
540622,3,3,0,2,0.125,0,,251.13,175.0,0.0,1.0,6.0,1.0,1976-10-10,F,False,False,usa,6,0.0,49,2,0,3,Road Warriors – Priority Boarding & Fast Track
540642,0,1,0,0,,1,0.1,,28.0,,,27.0,1.0,1952-01-27,F,True,False,usa,1,0.0,73,1,0,1,Occasional Voyagers – Starter Flight Boost
540652,0,0,0,1,0.05,1,0.1,,,,,,,1968-10-06,F,True,True,usa,0,0.0,57,1,0,1,Occasional Voyagers – Starter Flight Boost
540653,0,1,0,3,0.15,1,0.1,,277.0,,,5.0,1.0,1983-03-03,F,True,True,canada,1,0.0,42,1,0,1,Occasional Voyagers – Starter Flight Boost
540654,4,4,0,2,0.15000000000000002,0,,423.135,61.5,0.5,1.0,2.0,1.0,1974-08-20,F,False,True,usa,8,0.0,51,2,0,3,Road Warriors – Priority Boarding & Fast Track
540656,5,6,0,1,0.1,2,0.1,585.06,139.5,0.0,1.0,2.5,1.5,1984-07-15,F,True,False,canada,11,0.0,41,2,0,3,Road Warriors – Priority Boarding & Fast Track
540664,2,1,0,1,0.15,1,0.1,401.26,235.0,0.5,1.0,3.0,1.0,1990-01-25,F,True,True,canada,3,0.0,35,1,0,1,Occasional Voyagers – Starter Flight Boost
540666,2,2,0,2,0.2,0,,385.885,283.5,0.0,1.0,1.5,1.0,1994-08-16,M,False,True,usa,4,0.0,31,1,0,1,Occasional Voyagers – Starter Flight Boost
540698,3,3,0,1,0.2,2,0.05,491.37,142.0,0.0,1.0,2.0,1.0,1972-11-27,F,True,False,usa,6,0.0,53,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
540708,3,4,0,1,0.25,0,,267.63,128.5,0.0,1.0,1.5,1.0,1988-07-28,F,True,False,usa,7,0.0,37,2,0,3,Road Warriors – Priority Boarding & Fast Track
540718,2,2,0,2,0.175,1,0.05,455.80999999999995,167.0,0.5,1.0,8.0,1.0,1983-04-08,F,True,False,usa,4,0.0,42,1,0,1,Occasional Voyagers – Starter Flight Boost
540733,3,3,0,1,0.15,1,0.1,199.55,259.0,0.0,1.0,2.0,1.0,1989-01-09,F,False,False,canada,6,0.0,36,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
540777,0,1,0,1,0.05,1,0.1,,112.0,,,28.0,1.0,1957-05-09,F,True,False,usa,1,0.0,68,1,0,1,Occasional Voyagers – Starter Flight Boost
540819,5,5,1,3,0.125,3,0.175,163.69,137.0,0.0,1.0,2.0,1.0,1981-05-10,M,False,False,usa,10,0.1,44,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
540837,1,1,0,1,0.1,1,0.05,265.08,106.0,0.0,1.0,1.0,1.0,1974-05-18,F,True,True,canada,2,0.0,51,1,0,1,Occasional Voyagers – Starter Flight Boost
540857,0,0,0,2,0.125,1,0.15,,,,,,,1987-04-08,F,True,False,usa,0,0.0,38,1,0,1,Occasional Voyagers – Starter Flight Boost
540863,1,1,0,0,,0,,625.1,235.0,5.0,6.0,8.0,1.0,1976-10-22,F,True,True,usa,2,0.0,49,3,-1,0,Family & Group Travelers – Family Comfort Package
540924,0,3,0,2,0.3,0,,,170.0,,,5.0,1.0,1976-06-08,F,False,False,canada,3,0.0,49,1,0,1,Occasional Voyagers – Starter Flight Boost
540941,1,1,0,3,0.1,1,0.1,2569.93,239.0,0.0,1.0,1.0,1.0,2002-06-21,F,False,True,usa,2,0.0,23,1,0,1,Occasional Voyagers – Starter Flight Boost
540966,0,0,0,0,,1,0.1,,,,,,,1966-08-07,F,True,False,canada,0,0.0,59,1,0,1,Occasional Voyagers – Starter Flight Boost
540973,3,3,0,3,0.15,0,,455.04,187.0,1.0,1.0,0.0,1.0,1991-11-16,F,False,False,usa,6,0.0,34,2,0,3,Road Warriors – Priority Boarding & Fast Track
540974,1,2,0,1,0.2,0,,227.72,101.5,1.0,1.0,3.0,1.0,1990-11-20,M,False,False,usa,3,0.0,35,1,0,1,Occasional Voyagers – Starter Flight Boost
541001,2,1,0,0,,0,,638.6949999999999,141.0,0.5,1.0,2.0,1.0,1982-10-26,F,False,True,canada,3,0.0,43,1,0,1,Occasional Voyagers – Starter Flight Boost
541034,0,1,0,3,0.1,2,0.1,,227.0,,,5.0,1.0,2006-05-15,F,False,False,usa,1,0.0,19,1,0,1,Occasional Voyagers – Starter Flight Boost
541040,3,4,1,3,0.07500000000000001,2,0.05,237.15,165.0,1.0,1.0,1.5,1.0,1995-10-13,F,False,False,usa,7,0.14285714285714285,30,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
541041,1,1,0,1,0.05,0,,124.73,330.0,0.0,1.0,5.0,1.0,2005-04-14,F,False,False,canada,2,0.0,20,1,0,1,Occasional Voyagers – Starter Flight Boost
541047,2,3,1,3,0.27499999999999997,1,,363.06,271.0,1.0,2.0,8.0,1.0,1951-07-09,F,True,False,usa,5,0.2,74,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
541061,1,1,0,3,0.05,0,,187.73,193.0,1.0,1.0,2.0,4.0,1984-11-14,F,False,True,usa,2,0.0,41,0,-1,0,Family & Group Travelers – Family Comfort Package
541083,1,1,0,0,,2,0.125,1395.27,121.0,0.0,2.0,1.0,2.0,1955-02-03,F,True,False,usa,2,0.0,70,0,0,0,Family & Group Travelers – Family Comfort Package
541084,2,5,0,2,0.15000000000000002,2,0.125,201.68,185.0,0.5,1.0,6.0,1.0,1972-05-16,F,False,False,usa,7,0.0,53,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541112,3,4,0,3,0.2,0,,152.33,134.5,0.0,1.0,3.0,1.0,1979-12-01,F,False,False,usa,7,0.0,46,2,0,3,Road Warriors – Priority Boarding & Fast Track
541132,0,0,0,1,0.1,0,,,,,,,,1991-12-27,M,True,True,usa,0,0.0,34,1,0,1,Occasional Voyagers – Starter Flight Boost
541150,2,3,0,0,,2,0.125,338.195,122.0,1.0,1.0,3.0,1.0,1990-01-27,F,False,False,usa,5,0.0,35,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541162,6,5,1,3,0.1,1,,465.505,184.0,0.0,1.0,2.0,1.0,1980-07-28,M,False,True,usa,11,0.09090909090909091,45,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
541168,5,4,0,1,0.3,0,,329.39,140.0,1.0,1.0,3.0,1.0,1984-10-06,F,True,False,usa,9,0.0,41,2,0,3,Road Warriors – Priority Boarding & Fast Track
541176,3,3,0,1,0.1,2,0.1,282.72,147.0,1.0,1.0,2.0,1.0,1984-04-16,F,False,True,usa,6,0.0,41,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541193,0,0,0,1,0.05,1,0.15,,,,,,,1999-05-10,F,True,True,canada,0,0.0,26,1,0,1,Occasional Voyagers – Starter Flight Boost
541216,1,1,0,2,0.2,0,,596.5,129.0,0.0,1.0,2.0,1.0,1998-09-01,F,False,False,usa,2,0.0,27,1,0,1,Occasional Voyagers – Starter Flight Boost
541224,2,2,0,3,0.1,1,0.3,681.685,112.0,0.5,1.0,2.0,1.0,1973-08-14,F,False,True,canada,4,0.0,52,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541235,5,5,0,0,,3,0.1,660.77,104.0,0.0,1.0,3.0,1.0,1975-07-18,F,True,False,usa,10,0.0,50,2,0,3,Road Warriors – Priority Boarding & Fast Track
541236,0,0,0,2,0.125,2,0.1,,,,,,,1977-01-04,M,False,True,usa,0,0.0,48,1,0,1,Occasional Voyagers – Starter Flight Boost
541240,1,2,0,1,0.1,2,0.2,341.2,106.0,0.0,1.0,2.5,1.0,1997-07-13,F,True,False,usa,3,0.0,28,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541249,2,3,0,1,0.15,1,0.2,219.46,194.0,0.0,1.5,5.0,1.0,1968-02-19,F,True,False,usa,5,0.0,57,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541259,4,3,0,1,0.1,1,0.2,451.13,129.0,0.0,1.0,2.0,2.0,1979-04-16,F,False,False,canada,7,0.0,46,0,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541262,5,5,1,2,0.25,2,0.1,386.46,238.0,1.0,1.0,1.0,1.0,1986-01-01,F,True,True,canada,10,0.1,39,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
541282,2,3,1,4,0.1,2,0.05,862.09,91.0,1.0,1.0,4.0,1.0,1977-08-27,F,True,False,usa,5,0.2,48,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
541289,4,4,0,1,0.1,1,0.1,377.335,98.5,0.5,1.0,5.0,1.0,1979-03-11,F,True,False,usa,8,0.0,46,2,0,3,Road Warriors – Priority Boarding & Fast Track
541326,2,1,0,3,0.15,0,,303.01,59.0,0.0,1.0,7.0,1.0,1978-12-05,F,True,False,canada,3,0.0,47,1,0,1,Occasional Voyagers – Starter Flight Boost
541352,2,2,0,2,0.2,0,,89.4,325.0,0.5,1.0,4.0,1.0,1980-04-22,F,True,True,usa,4,0.0,45,1,0,1,Occasional Voyagers – Starter Flight Boost
541357,4,3,0,2,0.175,2,0.1,591.7950000000001,179.0,0.5,1.0,2.0,1.0,1981-07-10,F,False,False,usa,7,0.0,44,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541382,5,5,0,2,0.15000000000000002,3,0.15,211.07,117.0,0.0,1.0,2.0,1.0,1984-05-20,F,True,True,usa,10,0.0,41,2,0,3,Road Warriors – Priority Boarding & Fast Track
541389,5,3,0,1,0.15,0,,475.85,92.0,1.0,1.0,2.0,1.0,1994-11-17,F,False,False,usa,8,0.0,31,2,0,3,Road Warriors – Priority Boarding & Fast Track
541438,2,2,0,1,0.1,2,0.125,81.035,130.0,0.5,1.0,2.0,1.0,1987-11-02,F,True,False,usa,4,0.0,38,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541454,5,5,0,2,0.275,2,0.07500000000000001,648.27,160.0,1.0,1.0,4.0,1.0,1968-03-28,F,False,True,usa,10,0.0,57,2,0,3,Road Warriors – Priority Boarding & Fast Track
541497,0,0,0,2,0.22499999999999998,1,0.1,,,,,,,1997-09-19,F,False,False,usa,0,0.0,28,1,0,1,Occasional Voyagers – Starter Flight Boost
541505,3,3,0,1,0.1,3,0.15,269.19,147.0,1.0,1.0,2.0,1.0,1981-05-05,F,False,False,usa,6,0.0,44,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541516,2,3,0,3,0.1,0,,386.53499999999997,204.0,1.0,1.0,3.0,1.0,1970-08-20,M,False,False,usa,5,0.0,55,2,0,3,Road Warriors – Priority Boarding & Fast Track
541539,2,1,1,3,0.07500000000000001,3,0.125,597.31,,0.0,1.0,,,2006-06-15,F,False,False,usa,3,0.3333333333333333,19,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
541540,4,3,0,2,0.07500000000000001,2,0.175,298.17,134.0,0.5,1.0,4.0,1.0,1972-02-18,M,True,True,usa,7,0.0,53,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541612,5,3,0,2,0.15000000000000002,1,0.1,728.72,107.0,0.0,1.0,2.0,1.0,1985-09-27,F,False,True,usa,8,0.0,40,2,0,3,Road Warriors – Priority Boarding & Fast Track
541649,6,6,0,1,0.05,3,0.1,420.355,186.5,0.0,1.0,1.0,1.0,1986-07-24,F,False,False,usa,12,0.0,39,2,0,3,Road Warriors – Priority Boarding & Fast Track
541672,4,4,0,1,0.15,2,0.1,497.105,152.0,0.5,1.0,2.5,1.0,1979-12-14,F,True,False,usa,8,0.0,46,2,0,3,Road Warriors – Priority Boarding & Fast Track
541699,5,3,0,0,,2,0.07500000000000001,664.72,162.0,0.0,1.0,6.0,2.0,1977-06-20,F,True,False,usa,8,0.0,48,2,0,3,Road Warriors – Priority Boarding & Fast Track
541700,2,1,0,1,0.25,2,0.125,445.285,236.0,1.0,1.0,6.0,1.0,1978-08-27,M,True,False,usa,3,0.0,47,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541734,3,3,0,2,0.125,2,0.2,668.4,136.0,1.0,1.0,2.0,1.0,1985-06-22,F,False,False,usa,6,0.0,40,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541735,0,1,0,1,0.25,1,0.2,,656.0,,,4.0,1.0,1980-08-18,F,True,False,usa,1,0.0,45,1,0,1,Occasional Voyagers – Starter Flight Boost
541752,4,4,0,0,,1,0.15,118.94999999999999,98.5,0.5,1.0,4.0,1.0,1985-06-09,F,False,False,usa,8,0.0,40,2,0,3,Road Warriors – Priority Boarding & Fast Track
541764,2,3,0,3,0.1,0,,285.125,96.0,0.5,1.5,1.0,1.0,1976-10-28,F,True,False,usa,5,0.0,49,2,0,3,Road Warriors – Priority Boarding & Fast Track
541812,5,5,0,2,0.175,0,,175.05,152.0,0.0,1.0,2.0,1.0,1976-07-07,F,True,True,canada,10,0.0,49,2,0,3,Road Warriors – Priority Boarding & Fast Track
541878,1,2,0,1,0.15,0,,214.92,346.0,1.0,1.0,4.5,1.0,1997-08-14,F,True,False,usa,3,0.0,28,1,0,1,Occasional Voyagers – Starter Flight Boost
541901,5,5,0,0,,1,0.35,106.26,122.0,1.0,1.0,3.0,1.0,1980-11-23,F,False,False,canada,10,0.0,45,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541906,4,4,1,1,,2,0.1,3089.9849999999997,179.0,1.0,1.5,12.0,1.0,1972-08-02,F,True,False,usa,8,0.125,53,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
541921,1,2,0,0,,1,0.1,1437.33,209.0,0.0,3.0,1.5,2.0,1968-12-21,F,False,False,usa,3,0.0,57,0,0,0,Family & Group Travelers – Family Comfort Package
541923,2,3,0,1,0.05,2,0.07500000000000001,407.945,186.0,0.0,1.0,7.0,1.0,1976-06-19,F,False,False,usa,5,0.0,49,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541931,2,4,0,0,,0,,518.125,134.0,0.5,1.5,4.5,1.0,1984-07-16,F,False,False,usa,6,0.0,41,2,0,3,Road Warriors – Priority Boarding & Fast Track
541939,3,3,0,2,0.07500000000000001,1,0.25,206.44,109.0,0.0,1.0,1.0,1.0,1970-10-12,F,True,True,usa,6,0.0,55,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541967,4,3,0,1,0.05,2,0.05,355.905,204.0,1.0,1.0,1.0,1.0,1982-03-01,F,True,False,usa,7,0.0,43,2,0,3,Road Warriors – Priority Boarding & Fast Track
541972,2,2,0,0,,2,0.125,244.65,295.5,1.0,1.0,5.5,1.0,1969-07-10,F,True,True,usa,4,0.0,56,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
541980,1,1,0,2,0.1,1,0.05,258.87,268.0,0.0,1.0,3.0,1.0,1960-09-02,F,True,False,usa,2,0.0,65,1,0,1,Occasional Voyagers – Starter Flight Boost
541988,0,0,0,3,0.1,4,0.07500000000000001,,,,,,,2006-03-04,F,False,False,usa,0,0.0,19,1,0,1,Occasional Voyagers – Starter Flight Boost
541998,3,3,0,0,,0,,89.37,89.0,1.0,1.0,2.0,1.0,1982-04-27,F,False,False,canada,6,0.0,43,2,0,3,Road Warriors – Priority Boarding & Fast Track
541999,0,2,0,2,0.2,1,0.35,,128.5,,,16.5,1.0,1951-08-10,F,True,False,usa,2,0.0,74,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542012,3,3,0,1,0.05,0,,294.61,243.0,1.0,1.0,3.0,1.0,1978-06-24,F,False,False,usa,6,0.0,47,2,0,3,Road Warriors – Priority Boarding & Fast Track
542015,4,6,0,0,,1,0.1,532.88,130.5,1.0,1.0,5.5,1.0,1981-07-16,F,True,False,usa,10,0.0,44,2,0,3,Road Warriors – Priority Boarding & Fast Track
542027,3,4,0,1,0.1,3,0.1,277.74,134.5,0.0,1.0,2.5,1.0,1986-01-07,F,False,True,usa,7,0.0,39,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542036,2,2,0,1,0.05,2,0.125,596.03,123.0,0.5,1.0,1.5,1.0,1982-11-19,F,True,True,usa,4,0.0,43,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542056,1,3,1,1,,1,,,133.0,,,3.0,1.0,1995-12-10,F,False,True,usa,4,0.25,30,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
542059,3,2,0,2,0.175,0,,479.97,70.5,0.0,1.0,1.5,1.0,1973-05-02,F,True,False,canada,5,0.0,52,2,0,3,Road Warriors – Priority Boarding & Fast Track
542065,3,3,1,3,0.1,2,0.1,4000.38,295.0,1.0,2.0,7.0,1.0,1976-03-19,M,True,False,canada,6,0.16666666666666666,49,3,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
542080,3,3,0,2,0.1,1,0.1,305.42,106.0,0.0,1.0,3.0,1.0,1967-06-15,F,False,False,usa,6,0.0,58,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542095,2,2,1,2,0.05,2,0.05,283.94,218.0,1.0,1.0,7.0,1.0,1973-05-10,F,True,True,usa,4,0.25,52,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
542142,6,6,1,2,0.05,1,,391.97,202.5,1.5,1.0,2.0,1.0,1980-07-14,M,True,True,usa,12,0.08333333333333333,45,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
542153,2,2,0,1,0.25,0,,517.445,248.0,0.5,1.0,2.5,1.0,1975-08-04,F,False,False,usa,4,0.0,50,1,0,1,Occasional Voyagers – Starter Flight Boost
542189,1,1,0,0,,2,0.15000000000000002,355.53,149.0,0.0,1.0,2.0,1.0,2000-01-03,F,False,False,canada,2,0.0,25,1,0,1,Occasional Voyagers – Starter Flight Boost
542194,3,1,0,0,,1,0.15,414.41,105.0,0.0,1.0,2.0,1.0,1987-05-09,F,True,True,usa,4,0.0,38,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542196,1,1,0,3,0.15,0,,51.18,64.0,1.0,1.0,12.0,2.0,1965-07-04,F,True,False,usa,2,0.0,60,0,0,0,Family & Group Travelers – Family Comfort Package
542208,5,5,0,1,0.15,0,,706.96,116.0,0.0,1.0,4.0,1.0,1985-07-11,F,True,True,usa,10,0.0,40,2,0,3,Road Warriors – Priority Boarding & Fast Track
542230,1,1,0,3,0.1,1,0.05,1311.98,250.0,0.0,3.0,4.0,3.0,1975-09-02,F,True,False,usa,2,0.0,50,0,0,0,Family & Group Travelers – Family Comfort Package
542254,2,2,0,2,0.1,2,0.1,498.61,218.0,1.0,1.0,3.0,1.0,1979-10-26,F,True,False,usa,4,0.0,46,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542267,0,0,0,2,0.07500000000000001,0,,,,,,,,1999-12-27,F,True,False,usa,0,0.0,26,1,0,1,Occasional Voyagers – Starter Flight Boost
542270,2,3,0,3,0.1,1,0.1,471.44000000000005,145.0,0.5,2.0,3.0,1.0,1981-06-25,F,False,False,usa,5,0.0,44,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542277,2,2,0,2,0.1,0,,506.3,219.0,1.0,1.0,3.0,1.0,1988-07-17,F,False,False,canada,4,0.0,37,1,0,1,Occasional Voyagers – Starter Flight Boost
542282,4,4,0,1,0.2,2,0.22499999999999998,267.845,227.0,0.5,1.0,0.5,1.0,1975-11-01,F,False,False,usa,8,0.0,50,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542303,1,1,0,1,0.05,1,0.15,414.31,138.0,0.0,2.0,3.0,2.0,1982-02-27,F,True,True,usa,2,0.0,43,0,0,0,Family & Group Travelers – Family Comfort Package
542316,0,2,0,2,0.175,1,0.1,,67.5,,,13.0,1.0,2001-04-05,F,False,False,usa,2,0.0,24,1,0,1,Occasional Voyagers – Starter Flight Boost
542326,3,3,0,1,0.05,1,0.05,256.94,171.0,0.0,1.0,1.0,1.0,1987-03-14,F,True,True,canada,6,0.0,38,2,0,3,Road Warriors – Priority Boarding & Fast Track
542334,1,2,0,2,0.1,0,,644.53,269.0,1.0,1.0,4.5,2.0,1969-02-13,F,True,True,canada,3,0.0,56,0,0,0,Family & Group Travelers – Family Comfort Package
542358,2,3,0,2,0.2,2,0.07500000000000001,369.395,214.0,0.0,1.0,7.0,1.0,1986-02-02,M,True,False,usa,5,0.0,39,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542366,3,3,0,1,0.15,1,0.15,177.2,144.0,1.0,1.0,1.0,1.0,1976-06-12,F,True,False,usa,6,0.0,49,2,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542383,3,3,0,2,0.125,0,,319.32,134.0,1.0,1.0,2.0,1.0,1981-01-11,M,False,False,usa,6,0.0,44,2,0,3,Road Warriors – Priority Boarding & Fast Track
542418,5,5,1,1,,3,0.15000000000000002,196.64,129.0,1.0,1.0,2.0,1.0,1975-02-25,M,False,False,usa,10,0.1,50,4,1,2,Frequent Business Flyers – Lounge & No-Fee Cancellation
542451,2,2,0,0,,1,0.05,525.34,190.0,1.0,1.0,1.0,1.0,1988-07-22,F,True,False,usa,4,0.0,37,1,0,1,Occasional Voyagers – Starter Flight Boost
542471,4,3,0,1,0.1,2,0.07500000000000001,451.985,164.0,0.5,1.0,3.0,1.0,1982-12-22,F,True,True,usa,7,0.0,43,2,0,3,Road Warriors – Priority Boarding & Fast Track
542482,1,0,0,2,0.125,2,0.125,333.46,,1.0,1.0,,,1967-02-26,F,True,False,usa,1,0.0,58,1,0,1,Occasional Voyagers – Starter Flight Boost
542570,1,1,0,4,0.175,2,0.07500000000000001,327.66,126.0,1.0,1.0,2.0,1.0,1967-02-15,F,True,False,usa,2,0.0,58,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542585,2,2,0,1,0.1,2,0.1,233.51500000000001,165.0,0.5,1.5,5.0,1.0,1972-08-15,F,True,True,usa,4,0.0,53,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542605,1,1,0,3,0.1,2,0.15000000000000002,367.25,294.0,0.0,1.0,2.0,1.0,1984-11-24,F,True,True,usa,2,0.0,41,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542638,0,0,0,0,,0,,,,,,,,2005-04-11,F,True,True,usa,0,0.0,20,1,0,1,Occasional Voyagers – Starter Flight Boost
542657,4,3,0,4,0.1,3,0.1,714.98,67.0,0.5,2.0,1.0,2.0,1982-09-24,M,True,False,usa,7,0.0,43,0,0,0,Family & Group Travelers – Family Comfort Package
542658,3,1,0,1,0.05,0,,583.03,137.0,1.0,1.0,0.0,2.0,1998-01-21,F,False,False,usa,4,0.0,27,0,0,0,Family & Group Travelers – Family Comfort Package
542663,5,5,0,1,0.05,1,0.2,499.17,158.0,0.0,1.0,1.0,1.0,1992-03-01,F,False,True,usa,10,0.0,33,2,0,3,Road Warriors – Priority Boarding & Fast Track
542670,2,3,0,4,0.1,3,0.1,970.2,102.0,0.5,2.0,9.0,2.0,1968-03-22,F,False,False,usa,5,0.0,57,0,0,0,Family & Group Travelers – Family Comfort Package
542706,0,1,0,0,,0,,,93.0,,,10.0,1.0,2006-06-05,F,False,False,canada,1,0.0,19,1,0,1,Occasional Voyagers – Starter Flight Boost
542752,3,3,0,2,0.1,1,0.05,494.07,164.0,0.0,1.0,1.0,1.0,1981-01-07,F,True,False,usa,6,0.0,44,2,0,3,Road Warriors – Priority Boarding & Fast Track
542760,4,5,0,1,0.25,0,,177.49,132.0,0.0,1.0,3.0,1.0,1985-12-05,F,False,False,usa,9,0.0,40,2,0,3,Road Warriors – Priority Boarding & Fast Track
542767,2,2,0,1,0.1,2,0.15,1170.435,91.5,0.5,1.0,8.5,1.0,1983-03-04,F,False,False,usa,4,0.0,42,1,0,4,Steady Explorers – Deal Alerts + Free Checked Bag
542795,4,4,0,1,0.2,0,,153.17000000000002,150.5,0.0,1.0,2.0,1.0,1975-01-20,F,True,True,canada,8,0.0,50,2,0,3,Road Warriors – Priority Boarding & Fast Track
542796,4,2,0,1,0.1,0,,673.355,154.0,1.0,1.0,0.5,1.0,1975-12-13,M,False,False,usa,6,0.0,50,2,0,3,Road Warriors – Priority Boarding & Fast Track
542805,4,4,0,1,0.1,2,0.1,423.445,159.0,1.0,1.0,2.0,1.0,1991-09-10,F,False,False,usa,8,0.0,34,2,0,3,Road Warriors – Priority Boarding & Fast Track
